game_id,play_id,time_s,speed_yards_per_s
2023091012,439,0.0,0.6
2023091012,439,0.1,0.8
2023091012,439,0.2,1.04
2023091012,439,0.3,1.38
2023091012,439,0.4,1.89
2023091012,439,0.5,2.37
2023091012,439,0.6,2.84
2023091012,439,0.7,3.38
2023091012,439,0.8,3.94
2023091012,439,0.9,4.46
2023091012,439,1.0,4.88
2023091012,439,1.1,5.31
2023091012,439,1.2,5.68
2023091012,439,1.3,5.98
2023091012,439,1.4,6.35
2023091012,439,1.5,6.65
2023091012,439,1.6,6.9
2023091012,439,1.7,7.05
2023091012,439,1.8,7.14
2023091012,439,1.9,7.09
2023091012,439,2.0,6.95
2023091012,439,2.1,6.68
2023091012,439,2.2,6.48
2023091012,439,2.3,6.27
2023091012,439,2.4,6.1
2023091012,439,2.5,5.92
2023091012,439,2.6,5.82
2023091012,439,2.7,5.73
2023091012,439,2.8,5.68
2023091012,439,2.9,5.59
2023091012,439,3.0,5.41
2023091012,439,3.1,5.24
2023091012,439,3.2,4.94
2023091012,439,3.3,4.55
2023091012,439,3.4,4.21
2023091012,439,3.5,3.93
2023091012,439,3.6,3.7
2023091012,582,0.0,0.52
2023091012,582,0.1,0.74
2023091012,582,0.2,1.1
2023091012,582,0.3,1.64
2023091012,582,0.4,2.15
2023091012,582,0.5,2.59
2023091012,582,0.6,3.02
2023091012,582,0.7,3.35
2023091012,582,0.8,3.52
2023091012,582,0.9,3.62
2023091012,582,1.0,3.65
2023091012,582,1.1,3.57
2023091012,582,1.2,3.48
2023091012,582,1.3,3.42
2023091012,582,1.4,3.48
2023091012,582,1.5,3.57
2023091012,582,1.6,3.82
2023091012,582,1.7,4.06
2023091012,582,1.8,4.29
2023091012,605,0.0,0.52
2023091012,605,0.1,0.83
2023091012,605,0.2,1.2
2023091012,605,0.3,1.72
2023091012,605,0.4,2.1
2023091012,605,0.5,2.55
2023091012,605,0.6,3.05
2023091012,605,0.7,3.6
2023091012,605,0.8,4.08
2023091012,605,0.9,4.62
2023091012,605,1.0,5.19
2023091012,605,1.1,5.66
2023091012,605,1.2,6.0
2023091012,605,1.3,6.32
2023091012,605,1.4,6.59
2023091012,605,1.5,6.78
2023091012,605,1.6,7.06
2023091012,605,1.7,7.19
2023091012,605,1.8,7.3
2023091012,605,1.9,7.38
2023091012,605,2.0,7.51
2023091012,605,2.1,7.52
2023091012,652,0.0,0.06
2023091012,652,0.1,0.23
2023091012,652,0.2,0.51
2023091012,652,0.3,0.93
2023091012,652,0.4,1.41
2023091012,652,0.5,1.89
2023091012,652,0.6,2.38
2023091012,652,0.7,2.94
2023091012,652,0.8,3.52
2023091012,652,0.9,4.03
2023091012,652,1.0,4.55
2023091012,652,1.1,5.13
2023091012,652,1.2,5.53
2023091012,652,1.3,5.89
2023091012,652,1.4,6.23
2023091012,652,1.5,6.44
2023091012,652,1.6,6.51
2023091012,652,1.7,6.37
2023091012,652,1.8,6.08
2023091012,652,1.9,5.66
2023091012,652,2.0,5.29
2023091012,652,2.1,4.71
2023091012,652,2.2,4.13
2023091012,652,2.3,3.48
2023091012,652,2.4,2.83
2023091012,652,2.5,2.23
2023091012,677,0.0,0.77
2023091012,677,0.1,1.21
2023091012,677,0.2,1.86
2023091012,677,0.3,2.29
2023091012,677,0.4,2.7
2023091012,677,0.5,3.14
2023091012,677,0.6,3.82
