game_id,season,week,game_date,game_time_eastern,home_team_abbr,visitor_team_abbr,play_id,play_description,quarter,game_clock,down,yards_to_go,possession_team,defensive_team,yardline_side,yardline_number,pre_snap_home_score,pre_snap_visitor_score,play_nullified_by_penalty,pass_result,pass_length,offense_formation,receiver_alignment,route_of_targeted_receiver,play_action,dropback_type,dropback_distance,pass_location_type,defenders_in_the_box,team_coverage_man_zone,team_coverage_type,penalty_yards,pre_penalty_yards_gained,yards_gained,expected_points,expected_points_added,pre_snap_home_team_win_probability,pre_snap_visitor_team_win_probability,home_team_win_probability_added,visitor_team_win_probility_added
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2335,(10:35) (Shotgun) M.Stafford pass deep right to T.Atwell to SEA 8 for 44 yards (T.Brown).,3,10:35,3,8,LA,SEA,LA,48,13,7,N,C,30,SHOTGUN,3x1,CORNER,False,TRADITIONAL,5.01999998092651,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,44,44,1.42704215226695,4.16804059653077,0.749757416546345,0.250242583453655,-0.131748486310244,0.131748486310244
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3068,"(14:31) (No Huddle, Shotgun) M.Stafford pass short middle to T.Atwell to LA 48 for 15 yards (C.Bryant).",4,14:31,2,9,LA,SEA,LA,33,13,17,N,C,15,SHOTGUN,2x2,IN,False,TRADITIONAL,3.1800000667572,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,15,15,0.99600057862699,1.6557163905818,0.309081081300974,0.690918918699026,-0.0739225447177887,0.0739225447177887
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3093,(13:48) (Shotgun) M.Stafford pass deep middle to T.Atwell to SEA 31 for 21 yards (J.Love).,4,13:48,1,10,LA,SEA,LA,48,13,17,N,C,21,SHOTGUN,3x1,IN,True,TRADITIONAL,3.84999990463257,INSIDE_BOX,6,ZONE_COVERAGE,COVER_6_ZONE,,21,21,2.65171696920879,1.36437559872866,0.235158536583185,0.764841463416815,-0.0378203950822353,0.0378203950822353
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,783,(1:03) (Shotgun) M.Stafford pass short right to P.Nacua pushed ob at SEA 1 for 16 yards (T.Brown).,1,01:03,2,17,LA,SEA,SEA,17,3,0,N,C,3,SHOTGUN,2x2,HITCH,True,TRADITIONAL,0.330000013113022,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,16,16,3.69612104888074,2.20075651234947,0.56635545194149,0.43364454805851,-0.0529167987406254,0.0529167987406254
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,652,"(3:40) (Shotgun) M.Stafford pass short left to P.Nacua to SEA 19 for 10 yards (J.Love, T.Woolen).",1,03:40,2,14,LA,SEA,SEA,29,3,0,N,C,9,SHOTGUN,2x2,HITCH,False,TRADITIONAL,2.89000010490417,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,10,10,3.34033056045882,0.756402788334526,0.57590838894248,0.42409161105752,-0.0248105935752392,0.0248105935752392
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3197,(11:20) (Shotgun) M.Stafford pass incomplete short right to K.Williams.,4,11:20,2,11,LA,SEA,SEA,13,13,17,N,I,8,SHOTGUN,3x1,FLAT,False,TRADITIONAL,3.92000007629395,INSIDE_BOX,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,4.25163975043688,-0.832363663590513,0.169254150241613,0.830745849758387,0.0288374796509743,-0.0288374796509743
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,439,(8:32) (Shotgun) M.Stafford pass short middle to T.Higbee to LA 38 for 7 yards (J.Brooks).,1,08:32,3,4,LA,SEA,LA,31,3,0,N,C,7,SHOTGUN,2x2,IN,False,TRADITIONAL,3.39000010490417,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,7,7,0.68660326814279,1.56236028228886,0.63408986851573,0.36591013148427,-0.0307885371148586,0.0307885371148586
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2602,(6:31) (Shotgun) M.Stafford pass short right to P.Nacua to LA 44 for 10 yards (M.Jackson; B.Wagner).,3,06:31,2,10,LA,SEA,LA,34,13,14,N,C,5,SHOTGUN,2x2,SLANT,False,TRADITIONAL,1.94000005722046,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,10,10,1.09991989377886,1.38820516201667,0.474550478160381,0.525449521839619,-0.0665698572993279,0.0665698572993279
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3618,(5:58) M.Stafford pass incomplete deep right to B.Skowronek.,4,05:58,1,10,LA,SEA,SEA,40,13,24,N,I,19,SINGLEBACK,2x2,OUT,True,DESIGNED_ROLLOUT_RIGHT,8.09000015258789,OUTSIDE_RIGHT,5,ZONE_COVERAGE,COVER_2_ZONE,,0,0,3.36399637092836,-0.440317529602908,0.0197927113622427,0.980207288637757,0.0009563537314534,-0.0009563537314534
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,1979,(:25) (Shotgun) M.Stafford pass incomplete short middle to P.Nacua.,2,00:25,2,10,LA,SEA,LA,29,13,7,N,I,10,SHOTGUN,2x2,IN,False,TRADITIONAL,2.10999989509583,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,0,0,0.396699899691157,-0.141353511251509,0.755888801068068,0.244111198931932,-0.0008074752986431,0.0008074752986431
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,1392,(7:52) (Shotgun) M.Stafford pass short left to P.Nacua to LA 24 for 12 yards (C.Bryant).,2,07:52,3,28,LA,SEA,LA,12,10,7,N,C,6,EMPTY,3x2,SLANT,False,TRADITIONAL,1.36000001430511,INSIDE_BOX,3,ZONE_COVERAGE,COVER_4_ZONE,,12,12,-1.71478519262746,-0.0566351809538901,0.707390297204256,0.292609702795744,0.0020983815193176,-0.0020983815193176
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,677,(2:55) (Shotgun) M.Stafford pass short middle to T.Higbee to SEA 7 for 12 yards (C.Bryant).,1,02:55,3,4,LA,SEA,SEA,19,3,0,N,C,11,SHOTGUN,2x2,HITCH,False,TRADITIONAL,3.0699999332428,INSIDE_BOX,5,ZONE_COVERAGE,COVER_3_ZONE,,12,12,4.09673334879335,1.51391846267506,0.551097795367241,0.448902204632759,-0.0234633050858974,0.0234633050858974
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2002,(:22) (Shotgun) M.Stafford pass short middle to T.Atwell to LA 40 for 11 yards (A.Burns).,2,00:22,3,10,LA,SEA,LA,29,13,7,N,C,11,SHOTGUN,2x2,SLANT,False,TRADITIONAL,2.15000009536743,INSIDE_BOX,4,ZONE_COVERAGE,COVER_3_ZONE,,11,11,0.255346388439648,0.554429271956906,0.755081325769424,0.244918674230576,-0.0135761573910713,0.0135761573910713
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2240,(12:57) (Shotgun) M.Stafford pass incomplete deep left to V.Jefferson.,3,12:57,1,10,LA,SEA,LA,35,13,7,N,I,37,SHOTGUN,3x1,POST,True,DESIGNED_ROLLOUT_LEFT,3.55999994277954,OUTSIDE_LEFT,6,ZONE_COVERAGE,COVER_3_ZONE,,0,0,1.98284943494946,-0.598746594041586,0.726177845150232,0.273822154849768,0.0169168524444103,-0.0169168524444103
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,605,(5:10) (Shotgun) M.Stafford pass short middle to V.Jefferson to SEA 25 for 10 yards (J.Love).,1,05:10,3,10,LA,SEA,SEA,35,3,0,N,C,10,SHOTGUN,3x1,IN,False,TRADITIONAL,2.6800000667572,INSIDE_BOX,6,ZONE_COVERAGE,COVER_4_ZONE,,10,10,2.58774020941928,1.82421880355105,0.600150071084499,0.399849928915501,-0.0527297724038363,0.0527297724038363
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3541,(7:50) (Shotgun) M.Stafford pass deep right to P.Nacua ran ob at LA 48 for 21 yards [Ja.Reed]. SEA-U.Nwosu was injured during the play.,4,07:50,3,8,LA,SEA,LA,27,13,24,N,C,21,SHOTGUN,3x1,CORNER,False,TRADITIONAL,5.07000017166138,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,21,21,0.0844162774737924,2.46133108134381,0.0726691968739033,0.927330803126097,-0.0392546262592077,0.0392546262592077
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,2215,(13:34) (Shotgun) M.Stafford pass short middle to P.Nacua to LA 35 for 5 yards (T.Woolen).,3,13:34,3,4,LA,SEA,LA,30,13,7,N,C,5,SHOTGUN,2x2,SLANT,False,TRADITIONAL,3.01999998092651,INSIDE_BOX,5,MAN_COVERAGE,COVER_1_MAN,,5,5,0.58716934081167,1.39568009413779,0.758331432938576,0.241668567061424,-0.0321535877883434,0.0321535877883434
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,3516,(8:32) (Shotgun) M.Stafford pass short left to V.Jefferson to LA 27 for 6 yards (C.Bryant).,4,08:32,2,14,LA,SEA,LA,21,13,24,N,C,5,EMPTY,3x2,OUT,False,TRADITIONAL,2.79999995231628,INSIDE_BOX,5,ZONE_COVERAGE,COVER_4_ZONE,,6,6,-0.119438746012747,0.20385502348654,0.0822745114564896,0.91772548854351,-0.0096053145825862,0.0096053145825862
2023091012,2023,1,09/10/2023,16:25:00,SEA,LA,582,(5:13) (Shotgun) M.Stafford pass incomplete short right to P.Nacua.,1,05:13,2,10,LA,SEA,SEA,35,3,0,N,I,3,SHOTGUN,2x2,IN,False,TRADITIONAL,2.07999992370605,INSIDE_BOX,6,ZONE_COVERAGE,COVER_2_ZONE,,0,0,3.41941994871013,-0.831679739290848,0.575481507927179,0.424518492072821,0.02466856315732,-0.02466856315732
